,name,locality,latitude,longitude,cuisines,average_cost_for_two,aggregate_rating,votes,rating_text
2527,Foobae,Old Palasia,22.72324804,75.89555494,"Burger, Beverages, Fast Food, Desserts",300,4.1,516,Very Good
2528,Singh Restaurant,Vijay Nagar,22.76151484,75.88674892,"North Indian, Chinese",500,3.8,587,Good
2529,Dilli Da Roll,New Palasia,22.72462761,75.88403352,Rolls,400,4.4,569,Very Good
2530,Behrouz Biryani,"Mangal City Mall, Vijay Nagar",22.75263624,75.89663655,"Biryani, North Indian, Mughlai",700,4.4,522,Very Good
2531,Sam's Momos,"56 Dukan, New Palasia",22.72438052,75.88470776,"Momos, Chinese, Rolls, North Indian, Fast Food",500,3.9,505,Good
2532,Pind Balluchi,Vijay Nagar,22.75608795,75.89400295,North Indian,1000,3.9,591,Good
2533,Via Indore,New Palasia,22.72654401,75.88007391,North Indian,550,3.6,362,Good
2534,Delicious Hut,HIG-LIG,22.73201136,75.89133013,North Indian,300,4.1,620,Very Good
2535,Namo Sandwich,Sudama Nagar,22.69633146,75.83485689,Fast Food,500,4.3,860,Very Good
2536,Bake N Shake,"BCM Heights, Vijay Nagar",22.75570457,75.89528706,"Cafe, Fast Food, Bakery",500,4.2,683,Very Good
2537,Shree Gurukripa,Sarwate Bus Stand,22.71408953,75.86885054,North Indian,350,4.3,2030,Very Good
2538,Hotel Guru Kripa,Sarwate Bus Stand,22.71408551,75.86884584,North Indian,350,4.3,3441,Very Good
2539,Nafees Restaurant,Old Palasia,22.72571214,75.88775709,"North Indian, Mughlai",800,4.3,2987,Very Good
2540,Shree Gurukripa,Vijay Nagar,22.75322076,75.9021484,North Indian,500,4.1,1451,Very Good
2541,Hotel Guru Kripa Avenue,Sarwate Bus Stand,22.71409403,75.86911564,North Indian,350,4.1,1354,Very Good
2542,Maa Ki Rasoi,Sudama Nagar,22.6846581,75.82895,"North Indian, South Indian",450,4.1,541,Very Good
2543,Apna Sweets,Vijay Nagar,22.74956011,75.89528974,"Mithai, North Indian, South Indian, Beverages",400,4.3,2619,Very Good
2544,Dutt Guru Kripa,South Tukoganj,22.71977664,75.87688342,"North Indian, Fast Food",450,4.1,1261,Very Good
2545,Oye24,HIG-LIG,22.73416947,75.87423574,"North Indian, Chinese",250,4.1,1460,Very Good
2546,Mitti - Organic. Fresh. Desi.,Old Palasia,22.72509334,75.89026932,"Cafe, North Indian",600,4.3,590,Very Good
2547,Sagar Gaire,New Palasia,22.72554639,75.88351585,"South Indian, North Indian, Fast Food",450,4.1,2932,Very Good
2548,SD 21 - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar",22.75003503,75.90348154,"North Indian, Chinese",1100,4.6,959,Excellent
2549,Domino's Pizza,"Sapna Sangeeta Mall, Sapna Sangeeta",22.69901566,75.86720265,"Pizza, Fast Food",400,3.9,1437,Good
2550,Cravings - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",22.75243589,75.88778827,"North Indian, Chinese, Italian",1800,4.7,658,Excellent
2551,Hotel Rajhans,Sarafa Bazaar,22.71785828,75.85122675,North Indian,400,4,1972,Very Good
2552,Hotel Zakir,Khajrana,22.73306955,75.91415506,North Indian,300,4.1,738,Very Good
2553,The Cube - Hotel Effotel,"Hotel Effotel, Vijay Nagar",22.75003751,75.90347484,"North Indian, Chinese, Italian",1200,4.8,518,Excellent
2554,Apna Sweets,Sapna Sangeeta,22.69974624,75.86668465,"Mithai, North Indian, South Indian, Beverages",400,4,1849,Very Good
2555,Domino's Pizza,Old Palasia,22.72560422,75.8944482,"Pizza, Fast Food",400,3.9,738,Good
2556,Madhuram Sweets,"56 Dukan, New Palasia",22.72408302,75.88479862,"Chinese, Mithai",300,4,659,Very Good
2557,99 Rotiwala,HIG-LIG,22.73821875,75.88737186,North Indian,500,4.2,2517,Very Good
2558,Kebabsville - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",22.75244733,75.88778928,"North Indian, Bar Food",1500,4.9,1346,Excellent
2559,Hotel Madni Darbar,Sarwate Bus Stand,22.71490539,75.86858734,North Indian,300,3.9,890,Good
2560,Shreemaya Celebration,"Hotel Shreemaya, RNT Marg",22.71538229,75.87409124,"Bakery, North Indian, South Indian, Fast Food",600,4.6,782,Excellent
2561,Apna Sweets,Old Palasia,22.72568153,75.89197587,"Mithai, North Indian, South Indian, Beverages",400,4.2,1543,Very Good
2562,Domino's Pizza,Vijay Nagar,22.75241022,75.89099485,"Pizza, Fast Food",400,3.8,792,Good
2563,The Monroe,New Palasia,22.72673018,75.88414416,"Italian, Chinese, North Indian",900,4.4,728,Very Good
2564,Singh Sahab,Sapna Sangeeta,22.69605215,75.86003143,"North Indian, Chinese",600,3.9,1150,Good
2565,Tic Tac Toe,Vijay Nagar,22.75577104,75.89530483,"North Indian, Chinese, Fast Food",1200,4.4,418,Very Good
2566,Indore Kitchen - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar",22.75294944,75.88340923,"North Indian, Italian, Asian, Fast Food",1800,4.4,634,Very Good
2567,KFC,"Malhar Mega Mall, Vijay Nagar",22.74097881,75.89500375,"Burger, Fast Food",450,4,774,Very Good
2568,Taberna - The Cafe Bar,Vijay Nagar,22.74522609,75.90370987,"Italian, North Indian, Chinese",1400,4.4,722,Very Good
2569,Mangosteen Cafe,New Palasia,22.72731805,75.88403452,Cafe,800,4,912,Very Good
2570,Dilli Darbar Family Restaurant,Old Palasia,22.7238415,75.88701881,"Chinese, North Indian",750,3.9,508,Good
2571,Rasgulla House,Geeta Bhavan,22.7185767,75.88595599,Mithai,100,4.3,829,Very Good
2572,Mocha,YN Road,22.73218329,75.8749358,"Cafe, Continental, Italian, Street Food",800,4.2,989,Very Good
2573,Gyaniji Ka Khalsa Dhaba,Bhawar Kuan,22.69285505,75.86704507,"North Indian, Chinese",400,3.9,897,Good
2574,Apna Sweets,Annapurna Road,22.68848891,75.8368082,"Mithai, North Indian, South Indian, Beverages",400,3.8,1444,Good
2575,Pishori Restaurant,Sapna Sangeeta,22.69859562,75.86435147,"North Indian, Chinese, Mughlai",800,4,1257,Very Good
2576,Banana Leaf,"Malhar Mega Mall, Vijay Nagar",22.74484886,75.89457929,"South Indian, North Indian",800,4.3,831,Very Good
2577,"Raja Ram - Dhaba, Sweets & Namkeen",Vijay Nagar,22.77285,75.902185,"North Indian, Mithai, Street Food",200,4.1,457,Very Good
2578,Tinku Everfresh,Vijay Nagar,22.75671249,75.88739164,"Sandwich, Fast Food, Beverages",450,4.2,1054,Very Good
2579,Patissez,Vijay Nagar,22.7478682,75.89486964,"Continental, Desserts",1000,4.3,530,Very Good
2580,KFC,RNT Marg,22.7139318,75.87478627,"Burger, Fast Food",450,3.8,745,Good
2581,Mama Loca,New Palasia,22.72821918,75.88418338,"Continental, Italian",1100,4.3,625,Very Good
2582,Hobnob Gourmet Cafébar,"Infiniti Hotel, Vijay Nagar",22.75004029,75.90347383,"Continental, Italian, North Indian",1950,4.6,1028,Excellent
2583,Shiva Chinese Wok,Old Palasia,22.72299755,75.89690879,"Chinese, Fast Food",300,4.1,412,Very Good
2584,Old Kolkata Roll Club,New Palasia,22.72467121,75.88415589,"Chinese, Rolls",250,4.1,458,Very Good
2585,Just Paratha,Bhawar Kuan,22.69011165,75.86425994,"North Indian, Fast Food",250,4,740,Very Good
2586,O2 Cafe De La Ville,New Palasia,22.72744979,75.88585541,"Cafe, Fast Food",900,4.1,681,Very Good
2587,Just My Bakes,Vijay Nagar,22.76006083,75.89254785,"Cafe, North Indian, Bakery",700,4,771,Very Good
2588,Guru Kripa,Rau,22.62061635,75.80065135,North Indian,300,3.9,620,Good
2589,Mr. Beans,Old Palasia,22.72318186,75.8979173,"Cafe, French, Italian",800,4.3,715,Very Good
2590,Cafe Chapter One,Vijay Nagar,22.75841728,75.90491217,"Cafe, Italian, Fast Food",750,4.5,307,Excellent
2591,Tinku's,Bhawar Kuan,22.69337625,75.86730693,"Sandwich, Fast Food, Beverages",450,4,884,Very Good
2592,Spicy Family Restaurant,Vijay Nagar,22.7534933,75.90221118,"North Indian, Chinese, Mughlai",500,3.7,642,Good
2593,Oye24,Manik Bagh Road,22.708502,75.855355,"North Indian, Chinese",250,3.7,568,Good
2594,Bollywood Theka,"Infiniti Hotel, Vijay Nagar",22.75004369,75.90347618,"North Indian, Fast Food, Finger Food",1300,4.4,1119,Very Good
2595,Chill Baby,Old Palasia,22.72579069,75.89463327,"Fast Food, Chinese, Pizza",400,3.9,486,Good
2596,Shreemaya Celebration,Rajendra Nagar,22.66956459,75.83192121,"Bakery, North Indian, South Indian, Fast Food",500,4.3,465,Very Good
2597,Chick N Serve,Khajrana,22.73368244,75.90231411,"Lebanese, North Indian, Chinese",800,4.1,848,Very Good
2598,Cafe Terazza,Vijay Nagar,22.74499975,75.89212708,"Cafe, Italian, Chinese",900,3.9,988,Good
2599,Johny Hot Dog,"56 Dukan, New Palasia",22.72551299,75.88435136,"Fast Food, Street Food",150,4.5,1650,Excellent
2600,Just My Bakes,Sudama Nagar,22.69346719,75.82868747,"Cafe, North Indian, Bakery",700,3.8,275,Good
2601,Mustang - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar",22.7500341,75.90348221,"North Indian, Chinese",1500,4.7,1254,Excellent
2602,Hotel Shree Leela,Sapna Sangeeta,22.69968994,75.86681005,North Indian,400,3.8,849,Good
2603,Pizza Hut,Sapna Sangeeta,22.69985944,75.86841468,"Pizza, Fast Food, Italian",700,3.6,538,Good
2604,Tea Shack,Vijay Nagar,22.76268998,75.88715527,"Fast Food, Italian",450,4.2,722,Very Good
2605,JMB,Manik Bagh Road,22.70850209,75.85467305,"Chinese, Fast Food, Desserts",400,4.1,489,Very Good
2606,Pizza Hut,"Malhar Mega Mall, Vijay Nagar",22.74098097,75.89501213,"Pizza, Fast Food, Italian",700,3.3,480,Average
2607,Food 4 Foodie,HIG-LIG,22.73627561,75.90043791,"North Indian, Fast Food",450,3.7,663,Good
2608,Ravi Alpahar,Old Palasia,22.72695407,75.89435935,Street Food,100,4.3,642,Very Good
2609,Vijay Chaat House,"56 Dukan, New Palasia",22.72373604,75.88471279,Street Food,100,4.8,598,Excellent
2610,The GroundBaking Co.,Vijay Nagar,22.75681884,75.8895582,"Pizza, Continental, Beverages",600,4.4,505,Very Good
2611,Shree Leela Dal Bafle,Sarwate Bus Stand,22.71390366,75.86915597,North Indian,200,3.9,355,Good
2612,Cafe Yolo,Vijay Nagar,22.76162707,75.88633049,"Cafe, Fast Food",650,4.1,692,Very Good
2613,Naturals Ice Cream,RNT Marg,22.71819971,75.87213423,"Desserts, Ice Cream",150,4.7,632,Excellent
2614,Behrouz Biryani,Old Palasia,22.72556711,75.8948398,"Biryani, North Indian, Mughlai",700,4.4,700,Very Good
2615,Sheetal Restaurant,Sudama Nagar,22.69599122,75.83103508,"North Indian, South Indian",600,3.9,748,Good
2616,Parag Bakery & Fast Food,Sudama Nagar,22.68636936,75.82926918,"Bakery, Fast Food",300,4.1,605,Very Good
2617,Hotel Shreemaya,"Hotel Shreemaya, RNT Marg",22.7153826,75.87407682,"North Indian, Mughlai, Chinese",1100,4.4,615,Very Good
2618,Oiya,New Palasia,22.72591346,75.8822009,Cafe,600,4.4,241,Very Good
2619,10 Downing Street,Vijay Nagar,22.74468869,75.89435063,"North Indian, Chinese",1500,4.1,742,Very Good
2620,Mukki Ke Zayke,Sapna Sangeeta,22.69760211,75.86748496,Fast Food,150,4.4,730,Very Good
2621,Little Monk,MR 10 Road,22.7807603,75.86217854,"North Indian, Italian, Chinese",1000,4.2,420,Very Good
2622,Tinku's,YN Road,22.72124778,75.87387331,"Sandwich, Fast Food, Beverages",450,4.2,822,Very Good
2623,Chang's Legacy,Vijay Nagar,22.75228686,75.89130901,"Chinese, North Indian",800,4.6,237,Excellent
2624,Johny Hot Dog,"56 Dukan, New Palasia",22.72374872,75.88484723,Fast Food,200,4.3,393,Very Good
2625,JAL - A Jungle Restaurant,Bhawar Kuan,22.65182272,75.88192228,"North Indian, Chinese",850,4.2,622,Very Good
2626,Domino's Pizza,Rajendra Nagar,22.66035144,75.82506549,"Pizza, Fast Food",400,3.8,578,Good
2627,Foobae,Old Palasia,22.72324804,75.89555494,"Burger, Beverages, Fast Food, Desserts",300,4.1,516,Very Good
2628,Singh Restaurant,Vijay Nagar,22.76151484,75.88674892,"North Indian, Chinese",500,3.8,587,Good
2629,Dilli Da Roll,New Palasia,22.72462761,75.88403352,Rolls,400,4.4,569,Very Good
2630,Behrouz Biryani,"Mangal City Mall, Vijay Nagar",22.75263624,75.89663655,"Biryani, North Indian, Mughlai",700,4.4,522,Very Good
2631,Sam's Momos,"56 Dukan, New Palasia",22.72438052,75.88470776,"Momos, Chinese, Rolls, North Indian, Fast Food",500,3.9,505,Good
2632,Pind Balluchi,Vijay Nagar,22.75608795,75.89400295,North Indian,1000,3.9,591,Good
2633,Via Indore,New Palasia,22.72654401,75.88007391,North Indian,550,3.6,362,Good
2634,Delicious Hut,HIG-LIG,22.73201136,75.89133013,North Indian,300,4.1,620,Very Good
2635,SD 21 - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar",22.75003503,75.90348154,"North Indian, Chinese",1100,4.6,959,Excellent
2636,Cravings - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",22.75243589,75.88778827,"North Indian, Chinese, Italian",1800,4.7,658,Excellent
2637,The Cube - Hotel Effotel,"Hotel Effotel, Vijay Nagar",22.75003751,75.90347484,"North Indian, Chinese, Italian",1200,4.8,518,Excellent
2638,Kebabsville - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",22.75244733,75.88778928,"North Indian, Bar Food",1500,4.9,1346,Excellent
2639,Shreemaya Celebration,"Hotel Shreemaya, RNT Marg",22.71538229,75.87409124,"Bakery, North Indian, South Indian, Fast Food",600,4.6,782,Excellent
2640,Hobnob Gourmet Cafébar,"Infiniti Hotel, Vijay Nagar",22.75004029,75.90347383,"Continental, Italian, North Indian",1950,4.6,1028,Excellent
2641,Cafe Chapter One,Vijay Nagar,22.75841728,75.90491217,"Cafe, Italian, Fast Food",750,4.5,307,Excellent
2642,Johny Hot Dog,"56 Dukan, New Palasia",22.72551299,75.88435136,"Fast Food, Street Food",150,4.5,1650,Excellent
2643,Mustang - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar",22.7500341,75.90348221,"North Indian, Chinese",1500,4.7,1254,Excellent
2644,Vijay Chaat House,"56 Dukan, New Palasia",22.72373604,75.88471279,Street Food,100,4.8,598,Excellent
2645,Naturals Ice Cream,RNT Marg,22.71819971,75.87213423,"Desserts, Ice Cream",150,4.7,632,Excellent
2646,Chang's Legacy,Vijay Nagar,22.75228686,75.89130901,"Chinese, North Indian",800,4.6,237,Excellent
2647,Stars N Sky,"Infiniti Hotel, Vijay Nagar",22.75004276,75.9034745,"North Indian, Chinese, Mughlai",1400,4.6,1356,Excellent
2648,Simi's,Vijay Nagar,22.75686955,75.88945393,"Bakery, Desserts",300,4.6,440,Excellent
2649,Joshi Dahi Bada House,Sarafa Bazaar,22.71792818,75.85213333,Street Food,100,4.9,686,Excellent
2650,Little Italy,Vijay Nagar,22.76269245,75.88230081,"Italian, Mexican",1400,4.5,329,Excellent
2651,Shreemaya Celebrity,"Hotel Shreemaya Residency, Press Complex",22.73864887,75.89179013,"North Indian, South Indian, Italian, Chinese, Street Food",500,4.5,441,Excellent
2652,Capers - Hotel Effotel,"Hotel Effotel, Vijay Nagar",22.7500372,75.90347786,"North Indian, Italian, Chinese, Continental",1200,4.5,419,Excellent
2653,Mediterra - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",22.75244733,75.88778961,"Mediterranean, Italian",2500,4.5,397,Excellent
2654,Chopstick City - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",22.75244733,75.88778928,Chinese,1500,4.5,393,Excellent
2655,South Avenue,South Tukoganj,22.71958737,75.87927796,North Indian,1000,4.5,342,Excellent
2656,One Asia - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar",22.75274724,75.88375054,"Chinese, Asian",2000,4.5,320,Excellent
2657,Ni Hao - Radisson Blu Hotel,"Radisson Blu Hotel, Vijay Nagar",22.75003008,75.90347148,"Asian, Chinese, Momos",1850,4.6,248,Excellent
2658,Masters Bakery Krozzon,Vijay Nagar,22.74774235,75.89626439,"Bakery, Fast Food",850,4.6,83,Excellent
2659,Bake N Shake,"BCM Heights, Vijay Nagar",22.75570457,75.89528706,"Cafe, Fast Food, Bakery",500,4.2,683,Very Good
2660,Mangosteen Cafe,New Palasia,22.72731805,75.88403452,Cafe,800,4,912,Very Good
2661,Mocha,YN Road,22.73218329,75.8749358,"Cafe, Continental, Italian, Street Food",800,4.2,989,Very Good
2662,Mr. Beans,Old Palasia,22.72318186,75.8979173,"Cafe, French, Italian",800,4.3,715,Very Good
2663,Cafe Chapter One,Vijay Nagar,22.75841728,75.90491217,"Cafe, Italian, Fast Food",750,4.5,307,Excellent
2664,Cafe Terazza,Vijay Nagar,22.74499975,75.89212708,"Cafe, Italian, Chinese",900,3.9,988,Good
2665,Cafe Yolo,Vijay Nagar,22.76162707,75.88633049,"Cafe, Fast Food",650,4.1,692,Very Good
2666,Tinku's,YN Road,22.72124778,75.87387331,"Sandwich, Fast Food, Beverages",450,4.2,822,Very Good
2667,The Eyry,New Palasia,22.7268313,75.88017382,"Cafe, Mexican, Italian, North Indian",1000,4.1,291,Very Good
2668,The Chocolate Room,"BCM Heights, Vijay Nagar",22.75396449,75.90025384,"Cafe, Desserts",700,3.9,352,Good
2669,Cafe Bake Well,"Hotel Crown Palace, South Tukoganj",22.7195716,75.88362146,"Cafe, Chinese",400,3.9,373,Good
2670,Cafe Palette,Old Palasia,22.72564133,75.89852348,"Cafe, Mexican, Italian",800,4,390,Very Good
2671,Aieroc  Resto Cafe,By Pass Road (North),22.70229273,75.91358911,Cafe,800,4,291,Very Good
2672,Fork It Cafe,By Pass Road (South),22.69507441,75.92580993,"Cafe, Fast Food",600,4.3,138,Very Good
2673,Effe Cafe,Papaya Tree Hotel,22.6265676,75.80537908,Cafe,800,4,271,Very Good
2674,The Nest,Old Palasia,22.72712663,75.89436337,"Cafe, Fast Food",550,4,276,Very Good
2675,Indore Baking Company - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar",22.7528774,75.88345349,Bakery,1500,4.4,197,Very Good
2676,Manas Klassika - The Cafe,South Tukoganj,22.72172404,75.87879181,"Cafe, Fast Food, Coffee, Beverages",600,3.8,129,Good
2677,Cafe@BLU,Geeta Bhavan,22.71786849,75.88416025,"Cafe, Italian, Mexican",700,3.9,106,Good
2678,Madhuram Sweets,"56 Dukan, New Palasia",22.72408302,75.88479862,"Chinese, Mithai",300,4,659,Very Good
2679,Johny Hot Dog,"56 Dukan, New Palasia",22.72551299,75.88435136,"Fast Food, Street Food",150,4.5,1650,Excellent
2680,Ravi Alpahar,Old Palasia,22.72695407,75.89435935,Street Food,100,4.3,642,Very Good
2681,Vijay Chaat House,"56 Dukan, New Palasia",22.72373604,75.88471279,Street Food,100,4.8,598,Excellent
2682,Sam's Momos,"56 Dukan, New Palasia",22.72438052,75.88470776,"Momos, Chinese, Rolls, North Indian, Fast Food",500,3.9,505,Good
2683,Vijay Chaat House,Sarafa Bazaar,22.71791581,75.85330613,Street Food,100,4.4,613,Very Good
2684,Joshi Dahi Bada House,Sarafa Bazaar,22.71792818,75.85213333,Street Food,100,4.9,686,Excellent
2685,Sam's Momos,"56 Dukan, New Palasia",22.72429424,75.88469233,"Momos, Chinese, Rolls, North Indian, Fast Food",500,4,382,Very Good
2686,Oye Pappe,"56 Dukan, New Palasia",22.72441639,75.88468764,"North Indian, Street Food",450,4.2,311,Very Good
2687,Young Tarang,"56 Dukan, New Palasia",22.72443495,75.88451765,"Street Food, South Indian",300,3.8,441,Good
2688,Lal Balti Ki Kachori,Jail Road,22.73500748,75.8909734,Street Food,50,4,452,Very Good
2689,Ramesh Masala Dosa,"56 Dukan, New Palasia",22.72384273,75.88453375,South Indian,150,4,275,Very Good
2690,Sawariya Chaat House,Sarafa Bazaar,22.7179022,75.8520988,Street Food,150,4,166,Very Good
2691,Vrindavan Corn Choupati,New Palasia,22.72684676,75.88214826,"Fast Food, Street Food",150,3.6,79,Good
2692,The Chicken Company,"56 Dukan, New Palasia",22.72409384,75.8847614,"Fast Food, Street Food",300,2.9,27,Average
2693,Bittu's Dahi Bada,"56 Dukan, New Palasia",22.72392809,75.88407006,"Beverages, Fast Food, Street Food",250,3.5,19,Good
2694,SD 21 - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar",22.75003503,75.90348154,"North Indian, Chinese",1100,4.6,959,Excellent
2695,Tic Tac Toe,Vijay Nagar,22.75577104,75.89530483,"North Indian, Chinese, Fast Food",1200,4.4,418,Very Good
2696,Taberna - The Cafe Bar,Vijay Nagar,22.74522609,75.90370987,"Italian, North Indian, Chinese",1400,4.4,722,Very Good
2697,Mocha,YN Road,22.73218329,75.8749358,"Cafe, Continental, Italian, Street Food",800,4.2,989,Very Good
2698,10 Downing Street,Vijay Nagar,22.74468869,75.89435063,"North Indian, Chinese",1500,4.1,742,Very Good
2699,Shosha Cafebar,Vijay Nagar,22.74925556,75.89317247,"North Indian, Mexican, Italian",1500,4,250,Very Good
2700,Opium Bar By The Roof,"Infiniti Hotel, Vijay Nagar",22.75003751,75.90347484,"Finger Food, North Indian",1400,4.4,749,Very Good
2701,KYRO,Bhawar Kuan,22.69547435,75.86607277,"North Indian, Chinese, Continental, Mediterranean, Asian",1800,3.7,510,Good
2702,Sky Blue Sports Bar,"C21 Mall, Vijay Nagar",22.74406843,75.89440361,"Finger Food, North Indian, Chinese, Mughlai",1800,3.3,241,Average
2703,Calypso,"C21 Mall, Vijay Nagar",22.74406688,75.89423329,"North Indian, Chinese, Continental",1500,3.9,206,Good
2704,Ethyl Bar - Radisson Blu Hotel,"Radisson Blu Hotel, Vijay Nagar",22.75003441,75.90347685,Finger Food,2600,4.2,105,Very Good
2705,Indore Kitchen - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar",22.75294944,75.88340923,"North Indian, Italian, Asian, Fast Food",1800,4.4,634,Very Good
2706,Patissez,Vijay Nagar,22.7478682,75.89486964,"Continental, Desserts",1000,4.3,530,Very Good
2707,Hobnob Gourmet Cafébar,"Infiniti Hotel, Vijay Nagar",22.75004029,75.90347383,"Continental, Italian, North Indian",1950,4.6,1028,Excellent
2708,Chang's Legacy,Vijay Nagar,22.75228686,75.89130901,"Chinese, North Indian",800,4.6,237,Excellent
2709,Constellation - Hotel WOW,"Hotel Wow, Vijay Nagar",22.74918228,75.89536518,"North Indian, Asian, Italian",1800,4.2,285,Very Good
2710,Not So Desi,Vijay Nagar,22.76260465,75.88182975,North Indian,1600,3.7,171,Good
2711,Twilight - Hotel WOW,"Hotel Wow, Vijay Nagar",22.74919217,75.89537524,Bar Food,2400,4.3,169,Very Good
